random_big,5,Counting Sort (Stable),-1,-1,264
random_big,10,Counting Sort (Stable),-1,-1,266
random_big,15,Counting Sort (Stable),-1,-1,229
random_big,20,Counting Sort (Stable),-1,-1,235
random_big,25,Counting Sort (Stable),-1,-1,271
random_big,30,Counting Sort (Stable),-1,-1,257
random_big,35,Counting Sort (Stable),-1,-1,271
random_big,40,Counting Sort (Stable),-1,-1,268
random_big,45,Counting Sort (Stable),-1,-1,267
random_big,50,Counting Sort (Stable),-1,-1,266
random_big,55,Counting Sort (Stable),-1,-1,267
random_big,60,Counting Sort (Stable),-1,-1,280
random_big,65,Counting Sort (Stable),-1,-1,271
random_big,70,Counting Sort (Stable),-1,-1,266
random_big,75,Counting Sort (Stable),-1,-1,320
random_big,80,Counting Sort (Stable),-1,-1,271
random_big,85,Counting Sort (Stable),-1,-1,270
random_big,90,Counting Sort (Stable),-1,-1,262
random_big,95,Counting Sort (Stable),-1,-1,264
random_big,100,Counting Sort (Stable),-1,-1,266
random_big,1000,Counting Sort (Stable),-1,-1,291
random_big,2000,Counting Sort (Stable),-1,-1,315
random_big,3000,Counting Sort (Stable),-1,-1,325
random_big,4000,Counting Sort (Stable),-1,-1,603
random_big,5000,Counting Sort (Stable),-1,-1,362
random_big,6000,Counting Sort (Stable),-1,-1,372
random_big,7000,Counting Sort (Stable),-1,-1,402
random_big,8000,Counting Sort (Stable),-1,-1,407
random_big,9000,Counting Sort (Stable),-1,-1,525
random_big,10000,Counting Sort (Stable),-1,-1,441
